"","time","precipIntensity","temperature","pressure"
"1268",2000-02-26 19:00:00,0,55.19,1019.8
"1269",2000-02-26 20:00:00,0,55.15,1020.4
"1270",2000-02-26 21:00:00,0,53.23,1020.7
"1271",2000-02-26 22:00:00,0,52.18,1021.5
"1272",2000-02-26 23:00:00,0,47.25,1022.4
"1273",2000-02-27 00:00:00,0,46.34,1023
"1274",2000-02-27 01:00:00,0,46.3,1023.3
"1275",2000-02-27 02:00:00,0,47.1,1023.7
"1276",2000-02-27 03:00:00,0,47.05,1023.7
"1277",2000-02-27 04:00:00,0,47.02,1024.3
"1278",2000-02-27 05:00:00,0,45.02,1024.7
"1279",2000-02-27 06:00:00,0,44.12,1025.5
"1280",2000-02-27 07:00:00,0,46.88,1026.2
"1281",2000-02-27 08:00:00,0,48.05,1026.6
"1282",2000-02-27 09:00:00,0,55.89,1027
"1283",2000-02-27 10:00:00,0,60.06,1027.1
"1284",2000-02-27 11:00:00,0,62.91,1027.1
"1285",2000-02-27 12:00:00,0,66,1026.6
"1286",2000-02-27 13:00:00,0,70.9,1025.4
"1287",2000-02-27 14:00:00,0,71.82,1024.3
"1288",2000-02-27 15:00:00,0,72.94,1023.9
"1289",2000-02-27 16:00:00,0,72.99,1023.4
"1290",2000-02-27 17:00:00,0,71.93,1023.4
"1291",2000-02-27 18:00:00,0,67.87,1023.9
"1292",2000-02-27 19:00:00,0,62.97,1024.1
"1293",2000-02-27 20:00:00,0,62.05,1024.4
"1294",2000-02-27 21:00:00,0,60.09,1024.8
"1295",2000-02-27 22:00:00,0,56.07,1024.8
"1296",2000-02-27 23:00:00,0,53.26,1024.9
"1297",2000-02-28 00:00:00,0,49.17,1024.7
"1298",2000-02-28 01:00:00,0,49.31,1024.6
"1299",2000-02-28 02:00:00,0,49.24,1024.7
"1300",2000-02-28 03:00:00,0,49.07,1024.3
"1301",2000-02-28 04:00:00,0,50.11,1024
"1302",2000-02-28 05:00:00,0,50.07,1023.8
"1303",2000-02-28 06:00:00,0,50.05,1024
"1304",2000-02-28 07:00:00,0,50.02,1024.6
"1305",2000-02-28 08:00:00,0,55.06,1025
"1306",2000-02-28 09:00:00,0,61.03,1025.3
"1307",2000-02-28 10:00:00,0,64.01,1025
"1308",2000-02-28 11:00:00,0,67.83,1025
"1309",2000-02-28 12:00:00,0,69.77,1024.4
"1310",2000-02-28 13:00:00,0,70.83,1023.4
"1311",2000-02-28 14:00:00,0,69.77,1022.6
"1312",2000-02-28 15:00:00,0,69.79,1022.1
"1313",2000-02-28 16:00:00,0,69.79,1021.4
"1314",2000-02-28 17:00:00,0,66.83,1020.9
"1315",2000-02-28 18:00:00,0,64.06,1020.8
"1316",2000-02-28 19:00:00,0,62.15,1020.8
"1317",2000-02-28 20:00:00,0,61.11,1020.9
"1318",2000-02-28 21:00:00,0,60.26,1021.3
"1319",2000-02-28 22:00:00,0,60.26,1021.1
"1320",2000-02-28 23:00:00,0,62.17,1020.4
"1321",2000-02-29 00:00:00,0,62.17,1019.6
"1322",2000-02-29 01:00:00,0,63.03,1019.3
"1323",2000-02-29 02:00:00,0,62.17,1018.9
"1324",2000-02-29 03:00:00,0,62.19,1018.6
"1325",2000-02-29 04:00:00,0,62.18,1018.3
"1326",2000-02-29 05:00:00,0,62.2,1017.9
"1327",2000-02-29 06:00:00,0,63.07,1017.7
"1328",2000-02-29 07:00:00,0,63.06,1018
"1329",2000-02-29 08:00:00,0,66.91,1018.6
"1330",2000-02-29 09:00:00,0,69.02,1019
"1331",2000-02-29 10:00:00,0,72.87,1019.3
"1332",2000-02-29 11:00:00,0,74.76,1019.4
"1333",2000-02-29 12:00:00,0,75.62,1019.7
"1334",2000-02-29 13:00:00,0,75.65,1019.2
"1335",2000-02-29 14:00:00,0,74.78,1018.5
"1336",2000-02-29 15:00:00,0,74.78,1017.7
"1337",2000-02-29 16:00:00,0,72.89,1017.2
"1338",2000-02-29 17:00:00,0,72.9,1017.5
"1339",2000-02-29 18:00:00,0,70.98,1017.8
"1340",2000-02-29 19:00:00,0,69.06,1018
"1341",2000-02-29 20:00:00,0,66.95,1018.5
"1342",2000-02-29 21:00:00,0,66.08,1019
"1343",2000-02-29 22:00:00,0,65.02,1019.3
"1344",2000-02-29 23:00:00,0,66.07,1019.5
"1345",2000-03-01 00:00:00,0,66.08,1019.4
"1346",2000-03-01 01:00:00,0,66.08,1019.7
"1347",2000-03-01 02:00:00,0,66.08,1019.7
"1348",2000-03-01 03:00:00,0,66.93,1019.6
"1349",2000-03-01 04:00:00,0,66.93,1019.6
"1350",2000-03-01 05:00:00,0,67,1020.2
"1351",2000-03-01 06:00:00,0,64.49,1020.6
"1352",2000-03-01 07:00:00,0,64.48,1021.2
"1353",2000-03-01 08:00:00,0,66.94,1022
"1354",2000-03-01 09:00:00,0,67.99,1022.7
"1355",2000-03-01 10:00:00,0,72.9,1022.7
"1356",2000-03-01 11:00:00,0,75.7,1022.5
"1357",2000-03-01 12:00:00,0,77.82,1021.7
"1358",2000-03-01 13:00:00,0,79.7,1020.7
"1359",2000-03-01 14:00:00,0,78.67,1019.8
"1360",2000-03-01 15:00:00,0,76.76,1019.5
"1361",2000-03-01 16:00:00,0,75.03,1019.2
"1362",2000-03-01 17:00:00,0,74.91,1019.2
"1363",2000-03-01 18:00:00,0,72.93,1019.3
"1364",2000-03-01 19:00:00,0,69.94,1019.7
"1365",2000-03-01 20:00:00,0,68.03,1020.1
"1366",2000-03-01 21:00:00,0,66.11,1020.3
"1367",2000-03-01 22:00:00,0,65.06,1020.5
"1368",2000-03-01 23:00:00,0,66.97,1020.4
"1369",2000-03-02 00:00:00,0,66.97,1020.1
"1370",2000-03-02 01:00:00,0,66.97,1019.7
"1371",2000-03-02 02:00:00,0,66.1,1018.9
"1372",2000-03-02 03:00:00,0,66.1,1018.6
"1373",2000-03-02 04:00:00,0,66.1,1018
"1374",2000-03-02 05:00:00,0,64.59,1018.1
"1375",2000-03-02 06:00:00,0,68.01,1018.2
"1376",2000-03-02 07:00:00,0,67.99,1018.2
"1377",2000-03-02 08:00:00,0,69.03,1018.7
"1378",2000-03-02 09:00:00,0,69.93,1018.8
"1379",2000-03-02 10:00:00,0,72.92,1018.7
"1380",2000-03-02 11:00:00,0,74.81,1018.2
"1381",2000-03-02 12:00:00,0,76.76,1018
"1382",2000-03-02 13:00:00,0,76.73,1016.9
"1383",2000-03-02 14:00:00,0,75.68,1016
"1384",2000-03-02 15:00:00,0,73.78,1015.2
"1385",2000-03-02 16:00:00,0,74.82,1014.4
"1386",2000-03-02 17:00:00,0,72.95,1013.8
"1387",2000-03-02 18:00:00,0,71.01,1013.8
"1388",2000-03-02 19:00:00,0,69.09,1013.8
"1389",2000-03-02 20:00:00,0,68.03,1014
"1390",2000-03-02 21:00:00,0,66.97,1014.4
"1391",2000-03-02 22:00:00,0,66.98,1013.9
"1392",2000-03-02 23:00:00,0,66.97,1013.5
"1393",2000-03-03 00:00:00,0,66.97,1013.1
"1394",2000-03-03 01:00:00,0,66.99,1013.6
"1395",2000-03-03 02:00:00,0,66.98,1013.1
"1396",2000-03-03 03:00:00,0,68.03,1012.5
"1397",2000-03-03 04:00:00,0,68.04,1012.4
"1398",2000-03-03 05:00:00,0,68.16,1013.4
"1399",2000-03-03 06:00:00,0,68.02,1013.6
"1400",2000-03-03 07:00:00,0,67.96,1013.9
"1401",2000-03-03 08:00:00,0,69.06,1014.5
"1402",2000-03-03 09:00:00,0,71.87,1015
"1403",2000-03-03 10:00:00,0,73.81,1015.3
"1404",2000-03-03 11:00:00,0,75.72,1015
"1405",2000-03-03 12:00:00,0,79.67,1014.4
"1406",2000-03-03 13:00:00,0,80.59,1013.3
"1407",2000-03-03 14:00:00,0,79.74,1012.6
"1408",2000-03-03 15:00:00,0,78.72,1012.6
"1409",2000-03-03 16:00:00,0,78.9,1012.5
"1410",2000-03-03 17:00:00,0,76.14,1012.7
"1411",2000-03-03 18:00:00,0,71.15,1013.4
"1412",2000-03-03 19:00:00,0,64.99,1014.5
"1413",2000-03-03 20:00:00,0,62.96,1015.8
"1414",2000-03-03 21:00:00,0,59.03,1016.6
"1415",2000-03-03 22:00:00,0,57.03,1017.5
"1416",2000-03-03 23:00:00,0,54,1018.2
"1417",2000-03-04 00:00:00,0,53.04,1017.9
"1418",2000-03-04 01:00:00,0,50.02,1018.4
"1419",2000-03-04 02:00:00,0,48.93,1018.2
"1420",2000-03-04 03:00:00,0,45.02,1018.3
"1421",2000-03-04 04:00:00,0,44.11,1018.2
"1422",2000-03-04 05:00:00,0,43.26,1018.1
"1423",2000-03-04 06:00:00,0,42.1,1018.3
"1424",2000-03-04 07:00:00,0,44.03,1018.5
"1425",2000-03-04 08:00:00,0,48.86,1019.6
"1426",2000-03-04 09:00:00,0,51.94,1020.4
"1427",2000-03-04 10:00:00,0,55.89,1020.4
"1428",2000-03-04 11:00:00,0,57.84,1020.2
"1429",2000-03-04 12:00:00,0,61.13,1019.5
"1430",2000-03-04 13:00:00,0,62.01,1018.5
"1431",2000-03-04 14:00:00,0,63.96,1017.5
"1432",2000-03-04 15:00:00,0,64.07,1017
"1433",2000-03-04 16:00:00,0,65.95,1016.5
"1434",2000-03-04 17:00:00,0,63.93,1016.2
"1435",2000-03-04 18:00:00,0,62.83,1016.6
"1436",2000-03-04 19:00:00,0,56.06,1016.9
"1437",2000-03-04 20:00:00,0,53.26,1017.3
"1438",2000-03-04 21:00:00,0,52.13,1017.5
"1439",2000-03-04 22:00:00,0,47.18,1017.7
"1440",2000-03-04 23:00:00,0,51.14,1017.7
"1441",2000-03-05 00:00:00,0,49,1017.9
"1442",2000-03-05 01:00:00,0,50.03,1018.1
"1443",2000-03-05 02:00:00,0,49,1018.2
"1444",2000-03-05 03:00:00,0,49.01,1017.9
"1445",2000-03-05 04:00:00,0,48.06,1017.8
"1446",2000-03-05 05:00:00,0,48.2,1017.8
"1447",2000-03-05 06:00:00,0,48.09,1017.5
"1448",2000-03-05 07:00:00,0,48.06,1017.7
"1449",2000-03-05 08:00:00,0,53.98,1018.5
"1450",2000-03-05 09:00:00,0,57.11,1018.9
"1451",2000-03-05 10:00:00,0,57.99,1018.6
"1452",2000-03-05 11:00:00,0,62.03,1019
"1453",2000-03-05 12:00:00,0,62.04,1018.7
"1454",2000-03-05 13:00:00,0,63.96,1018.5
"1455",2000-03-05 14:00:00,0,66.76,1017.5
"1456",2000-03-05 15:00:00,0,67.84,1017
"1457",2000-03-05 16:00:00,0,67.85,1016.8
"1458",2000-03-05 17:00:00,0,66.9,1016.7
"1459",2000-03-05 18:00:00,0,64.03,1016.2
"1460",2000-03-05 19:00:00,0,58.12,1016.3
"1461",2000-03-05 20:00:00,0,58.14,1016.7
"1462",2000-03-05 21:00:00,0,58.15,1017.3
"1463",2000-03-05 22:00:00,0,57.29,1017.8
"1464",2000-03-05 23:00:00,0,56.25,1017.8
"1465",2000-03-06 00:00:00,0,54.35,1017.8
"1466",2000-03-06 01:00:00,0,57.3,1017
"1467",2000-03-06 02:00:00,0,55.39,1016.9
"1468",2000-03-06 03:00:00,0,59.23,1016.7
"1469",2000-03-06 04:00:00,0,59.24,1016.7
"1470",2000-03-06 05:00:00,0,59.43,1017
"1471",2000-03-06 06:00:00,0,58.2,1017.5
"1472",2000-03-06 07:00:00,0,61.15,1018.2
"1473",2000-03-06 08:00:00,0,64.12,1018.8
"1474",2000-03-06 09:00:00,0,67.97,1019.3
"1475",2000-03-06 10:00:00,0,70.94,1020
"1476",2000-03-06 11:00:00,0,73.72,1020.4
"1477",2000-03-06 12:00:00,0,72.86,1020.3
"1478",2000-03-06 13:00:00,0,72.87,1019.9
"1479",2000-03-06 14:00:00,0,73.73,1019.3
"1480",2000-03-06 15:00:00,0,74.77,1019
"1481",2000-03-06 16:00:00,0,71.82,1018.9
"1482",2000-03-06 17:00:00,0,70.02,1019.1
"1483",2000-03-06 18:00:00,0,68,1019.1
"1484",2000-03-06 19:00:00,0,66.94,1019.4
"1485",2000-03-06 20:00:00,0,66.08,1019.7
"1486",2000-03-06 21:00:00,0,65.02,1019.9
"1487",2000-03-06 22:00:00,0,65.02,1020.1
"1488",2000-03-06 23:00:00,0,64.16,1020
"1489",2000-03-07 00:00:00,0,65.02,1019.7
"1490",2000-03-07 01:00:00,0,65.02,1019.1
"1491",2000-03-07 02:00:00,0,66.94,1019.1
"1492",2000-03-07 03:00:00,0,66.94,1019.3
"1493",2000-03-07 04:00:00,0,67.99,1019.2
"1494",2000-03-07 05:00:00,0,67.98,1019.3
"1495",2000-03-07 06:00:00,0,67.98,1019.4
"1496",2000-03-07 07:00:00,0,67.99,1019.6
"1497",2000-03-07 08:00:00,0,69.05,1019.7
"1498",2000-03-07 09:00:00,0,70.97,1020.2
"1499",2000-03-07 10:00:00,0,72.9,1020.7
"1500",2000-03-07 11:00:00,0,75.67,1020.5
"1501",2000-03-07 12:00:00,0,74.84,1020
"1502",2000-03-07 13:00:00,0,74.82,1019.4
"1503",2000-03-07 14:00:00,0,74.82,1018.6
"1504",2000-03-07 15:00:00,0,74.84,1018.1
"1505",2000-03-07 16:00:00,0,73.8,1017.4
"1506",2000-03-07 17:00:00,0,73.63,1017.3
"1507",2000-03-07 18:00:00,0,71.01,1017.4
"1508",2000-03-07 19:00:00,0,69.95,1017.2
"1509",2000-03-07 20:00:00,0,69.08,1017.7
"1510",2000-03-07 21:00:00,0,69.07,1017.7
"1511",2000-03-07 22:00:00,0,66.97,1017.4
"1512",2000-03-07 23:00:00,0,69.06,1016.7
"1513",2000-03-08 00:00:00,0,69.07,1017.4
"1514",2000-03-08 01:00:00,0,69.07,1017.4
"1515",2000-03-08 02:00:00,0,69.06,1017.3
"1516",2000-03-08 03:00:00,0,69.07,1017.3
"1517",2000-03-08 04:00:00,0,69.92,1016.9
"1518",2000-03-08 05:00:00,0,69.12,1017.1
"1519",2000-03-08 06:00:00,0,69.06,1017.6
"1520",2000-03-08 07:00:00,0,66.97,1017.2
"1521",2000-03-08 08:00:00,0,69.07,1017.6
"1522",2000-03-08 09:00:00,0,72.92,1017.9
"1523",2000-03-08 10:00:00,0,75.69,1018.3
"1524",2000-03-08 11:00:00,0,76.76,1018.4
"1525",2000-03-08 12:00:00,0,77.9,1018.2
"1526",2000-03-08 13:00:00,0,77.84,1017.2
"1527",2000-03-08 14:00:00,0,77.85,1016.6
"1528",2000-03-08 15:00:00,0,78.72,1016
"1529",2000-03-08 16:00:00,0,76.79,1015.8
"1530",2000-03-08 17:00:00,0,74.88,1015.5
"1531",2000-03-08 18:00:00,0,72.96,1015.4
"1532",2000-03-08 19:00:00,0,69.95,1015.6
"1533",2000-03-08 20:00:00,0,69.95,1016.1
"1534",2000-03-08 21:00:00,0,69.96,1016.8
"1535",2000-03-08 22:00:00,0,69.95,1016.9
"1536",2000-03-08 23:00:00,0,69.1,1017
"1537",2000-03-09 00:00:00,0,69.97,1016.6
"1538",2000-03-09 01:00:00,0,69.96,1016.4
"1539",2000-03-09 02:00:00,0,69.95,1016.3
"1540",2000-03-09 03:00:00,0,69.95,1016.3
"1541",2000-03-09 04:00:00,0,69.96,1015.7
"1542",2000-03-09 05:00:00,0,69.95,1015.8
"1543",2000-03-09 06:00:00,0,69.94,1016.3
"1544",2000-03-09 07:00:00,0,69.94,1016.6
"1545",2000-03-09 08:00:00,0,69.95,1017.1
"1546",2000-03-09 09:00:00,0,69.95,1017.6
"1547",2000-03-09 10:00:00,0,73.78,1017.8
"1548",2000-03-09 11:00:00,0,75.72,1017.8
"1549",2000-03-09 12:00:00,0,77.8,1017.4
"1550",2000-03-09 13:00:00,0,78.71,1016.6
"1551",2000-03-09 14:00:00,0,81.66,1015.4
"1552",2000-03-09 15:00:00,0,79.73,1015
"1553",2000-03-09 16:00:00,0,78.72,1014.8
"1554",2000-03-09 17:00:00,0,74.96,1015
"1555",2000-03-09 18:00:00,0,73.84,1015.2
"1556",2000-03-09 19:00:00,0,71.07,1015.3
"1557",2000-03-09 20:00:00,0,70.01,1015.7
"1558",2000-03-09 21:00:00,0,69.15,1016
"1559",2000-03-09 22:00:00,0,69.14,1016.2
"1560",2000-03-09 23:00:00,0,68.09,1016
"1561",2000-03-10 00:00:00,0,69.13,1015.6
"1562",2000-03-10 01:00:00,0,69.12,1015.5
"1563",2000-03-10 02:00:00,0,69.12,1015.7
"1564",2000-03-10 03:00:00,0,70.01,1015.4
"1565",2000-03-10 04:00:00,0,69.96,1014.9
"1566",2000-03-10 05:00:00,0,70.1,1015.1
"1567",2000-03-10 06:00:00,0,69.97,1015.6
"1568",2000-03-10 07:00:00,0,69.98,1015.9
"1569",2000-03-10 08:00:00,0,71.05,1016.2
"1570",2000-03-10 09:00:00,0,72.96,1016.5
"1571",2000-03-10 10:00:00,0,74.88,1016.3
"1572",2000-03-10 11:00:00,0,77.88,1015.5
"1573",2000-03-10 12:00:00,0,79.58,1014.9
"1574",2000-03-10 13:00:00,0,79.76,1014.2
"1575",2000-03-10 14:00:00,0,78.77,1013.7
"1576",2000-03-10 15:00:00,0,76.84,1013
"1577",2000-03-10 16:00:00,0,75.77,1012.7
"1578",2000-03-10 17:00:00,0,74.9,1011.8
"1579",2000-03-10 18:00:00,0,73,1011.5
"1580",2000-03-10 19:00:00,0,71.93,1012.6
"1581",2000-03-10 20:00:00,0,71.07,1013.1
"1582",2000-03-10 21:00:00,0,70.01,1013.2
"1583",2000-03-10 22:00:00,0,70,1012.8
"1584",2000-03-10 23:00:00,0,70.01,1014.8
"1585",2000-03-11 00:00:00,4e-04,70,1015.5
"1586",2000-03-11 01:00:00,0.0315,69.15,1013.3
"1587",2000-03-11 02:00:00,0,69.14,1013.6
"1588",2000-03-11 03:00:00,0.7283,61.02,1014.8
"1589",2000-03-11 04:00:00,0.0118,60.1,1015.3
"1590",2000-03-11 05:00:00,0,59.15,1016.5
"1591",2000-03-11 06:00:00,0,55.08,1018
"1592",2000-03-11 07:00:00,0,51.13,1019.6
"1593",2000-03-11 08:00:00,0,49.98,1020.7
"1594",2000-03-11 09:00:00,0,50,1021.4
"1595",2000-03-11 10:00:00,0,53.03,1022.3
"1596",2000-03-11 11:00:00,0,55.01,1022.6
"1597",2000-03-11 12:00:00,0,59.08,1022.2
"1598",2000-03-11 13:00:00,0,61.99,1021.5
"1599",2000-03-11 14:00:00,0,64,1021
"1600",2000-03-11 15:00:00,0,64.03,1020.7
"1601",2000-03-11 16:00:00,0,64.03,1020.9
"1602",2000-03-11 17:00:00,0,63.06,1021.3
"1603",2000-03-11 18:00:00,0,60.09,1021.8
"1604",2000-03-11 19:00:00,0,55.93,1022.5
"1605",2000-03-11 20:00:00,0,53.97,1023.5
"1606",2000-03-11 21:00:00,0,51.97,1024.3
"1607",2000-03-11 22:00:00,0,50,1024.7
"1608",2000-03-11 23:00:00,0,48.91,1024.7
"1609",2000-03-12 00:00:00,0,47.99,1024.9
"1610",2000-03-12 01:00:00,0,47.96,1025.1
"1611",2000-03-12 02:00:00,0,44.97,1025.1
"1612",2000-03-12 03:00:00,0,44.93,1024.6
"1613",2000-03-12 04:00:00,0,44.08,1024.7
"1614",2000-03-12 05:00:00,0,43.04,1025.1
"1615",2000-03-12 06:00:00,0,42.16,1025.7
"1616",2000-03-12 07:00:00,0,42.99,1026.3
"1617",2000-03-12 08:00:00,0,48.05,1027.1
"1618",2000-03-12 09:00:00,0,52,1027.8
"1619",2000-03-12 10:00:00,0,53.96,1028
"1620",2000-03-12 11:00:00,0,55.01,1027.4
"1621",2000-03-12 12:00:00,0,57.83,1026.5
"1622",2000-03-12 13:00:00,0,57.8,1025
"1623",2000-03-12 14:00:00,0,59.92,1023.9
"1624",2000-03-12 15:00:00,0,61.85,1022.8
"1625",2000-03-12 16:00:00,0,62.73,1022.3
"1626",2000-03-12 17:00:00,0,60.85,1022
"1627",2000-03-12 18:00:00,0,57.04,1022.3
"1628",2000-03-12 19:00:00,0,52.18,1022.6
"1629",2000-03-12 20:00:00,0,50.27,1022.9
"1630",2000-03-12 21:00:00,0,50.28,1023.3
"1631",2000-03-12 22:00:00,0,50.28,1023.5
"1632",2000-03-12 23:00:00,0,46.48,1023.9
"1633",2000-03-13 00:00:00,0,45.44,1023.8
"1634",2000-03-13 01:00:00,0,46.5,1024
"1635",2000-03-13 02:00:00,0,46.31,1023.6
"1636",2000-03-13 03:00:00,0,46.17,1023.4
"1637",2000-03-13 04:00:00,0,47.05,1023.1
"1638",2000-03-13 05:00:00,0,47.21,1023.3
"1639",2000-03-13 06:00:00,0,46.97,1023.7
"1640",2000-03-13 07:00:00,0,48.08,1024.1
"1641",2000-03-13 08:00:00,0,53.13,1024.5
"1642",2000-03-13 09:00:00,0,59.06,1024.7
"1643",2000-03-13 10:00:00,0,62.93,1024.8
"1644",2000-03-13 11:00:00,0,65.92,1024.5
"1645",2000-03-13 12:00:00,0,66.76,1024
"1646",2000-03-13 13:00:00,0,66.8,1023.2
"1647",2000-03-13 14:00:00,0,67.86,1022.2
"1648",2000-03-13 15:00:00,0,66.8,1021.2
"1649",2000-03-13 16:00:00,0,66.8,1020.7
"1650",2000-03-13 17:00:00,0,65.01,1020.4
"1651",2000-03-13 18:00:00,0,61.07,1020.6
"1652",2000-03-13 19:00:00,0,56.21,1020.9
"1653",2000-03-13 20:00:00,0,56.21,1021.1
"1654",2000-03-13 21:00:00,0,52.4,1021.5
"1655",2000-03-13 22:00:00,0,53.45,1021.7
"1656",2000-03-13 23:00:00,0,56.23,1021.7
"1657",2000-03-14 00:00:00,0,55.36,1021.1
"1658",2000-03-14 01:00:00,0,53.44,1020.6
"1659",2000-03-14 02:00:00,0,55.37,1019.9
"1660",2000-03-14 03:00:00,0,57.3,1019.3
"1661",2000-03-14 04:00:00,0,57.3,1019.2
"1662",2000-03-14 05:00:00,0,58.18,1019.1
"1663",2000-03-14 06:00:00,0,59.23,1019.6
"1664",2000-03-14 07:00:00,0,59.1,1019.6
"1665",2000-03-14 08:00:00,0,61.01,1018.9
"1666",2000-03-14 09:00:00,0,64.9,1018.3
"1667",2000-03-14 10:00:00,0,66.83,1018.9
"1668",2000-03-14 11:00:00,0,65.98,1019.1
"1669",2000-03-14 12:00:00,0,66.87,1018.1
"1670",2000-03-14 13:00:00,0,67.95,1017.3
"1671",2000-03-14 14:00:00,0,66.9,1017
"1672",2000-03-14 15:00:00,4e-04,66.03,1016.5
"1673",2000-03-14 16:00:00,0.0315,64.08,1015.8
"1674",2000-03-14 17:00:00,0.0394,64.09,1016.5
"1675",2000-03-14 18:00:00,0.1298,62.98,1016.6
"1676",2000-03-14 19:00:00,0.2794,62.96,1016.6
"1677",2000-03-14 20:00:00,0.2085,62.98,1016.1
"1678",2000-03-14 21:00:00,0.0788,62.08,1016.9
"1679",2000-03-14 22:00:00,0.0985,62.06,1016.1
"1680",2000-03-14 23:00:00,0.1103,61.02,1015.3
"1681",2000-03-15 00:00:00,0.2007,61.1,1014.4
"1682",2000-03-15 01:00:00,0.0118,62.23,1013.4
"1683",2000-03-15 02:00:00,0,63.1,1012.6
"1684",2000-03-15 03:00:00,0,65.02,1012.2
"1685",2000-03-15 04:00:00,0,64.16,1011.6
"1686",2000-03-15 05:00:00,0.0197,65.25,1011.7
"1687",2000-03-15 06:00:00,4e-04,63.14,1011.9
"1688",2000-03-15 07:00:00,0,64.19,1011.9
"1689",2000-03-15 08:00:00,4e-04,66.09,1011.1
"1690",2000-03-15 09:00:00,0,66.96,1011.9
"1691",2000-03-15 10:00:00,0.0118,69.05,1011.3
"1692",2000-03-15 11:00:00,0,70.98,1011.1
"1693",2000-03-15 12:00:00,0,71.88,1010.5
"1694",2000-03-15 13:00:00,0,71.83,1009.4
"1695",2000-03-15 14:00:00,0,72.89,1009
"1696",2000-03-15 15:00:00,0,71.81,1008.6
"1697",2000-03-15 16:00:00,0,68.01,1008.7
"1698",2000-03-15 17:00:00,0,69.14,1008.1
"1699",2000-03-15 18:00:00,0,68,1008.4
"1700",2000-03-15 19:00:00,0,66.08,1008.5
"1701",2000-03-15 20:00:00,0,65.04,1008
"1702",2000-03-15 21:00:00,0,65.04,1009.2
"1703",2000-03-15 22:00:00,0,66.1,1010.1
"1704",2000-03-15 23:00:00,0,66.97,1010
"1705",2000-03-16 00:00:00,0,66.97,1009.8
"1706",2000-03-16 01:00:00,0,65.03,1009.9
"1707",2000-03-16 02:00:00,0,63.12,1009.5
"1708",2000-03-16 03:00:00,0,62.24,1009.1
"1709",2000-03-16 04:00:00,0,61.19,1009.3
"1710",2000-03-16 05:00:00,0,59.25,1010.1
"1711",2000-03-16 06:00:00,0,61.02,1011.1
"1712",2000-03-16 07:00:00,0,61.04,1011.9
"1713",2000-03-16 08:00:00,0,62.18,1012.5
"1714",2000-03-16 09:00:00,0,64.18,1013.4
"1715",2000-03-16 10:00:00,0,69.15,1013.6
"1716",2000-03-16 11:00:00,0,73.01,1013.7
"1717",2000-03-16 12:00:00,0,74.16,1013.4
"1718",2000-03-16 13:00:00,0,75.89,1012.7
"1719",2000-03-16 14:00:00,0,75.93,1011.9
"1720",2000-03-16 15:00:00,0,77.02,1011.7
"1721",2000-03-16 16:00:00,0,78.12,1011.8
"1722",2000-03-16 17:00:00,0,78.12,1012.1
"1723",2000-03-16 18:00:00,0,73.96,1012.1
"1724",2000-03-16 19:00:00,0,71.98,1012.9
"1725",2000-03-16 20:00:00,0,67.01,1013.9
"1726",2000-03-16 21:00:00,0,65.09,1015.1
"1727",2000-03-16 22:00:00,0,66.12,1016.1
"1728",2000-03-16 23:00:00,0,64.15,1015.9
"1729",2000-03-17 00:00:00,0,62.23,1016.2
"1730",2000-03-17 01:00:00,0,61.11,1016.3
"1731",2000-03-17 02:00:00,0,62.14,1015.4
"1732",2000-03-17 03:00:00,0,60.19,1017
"1733",2000-03-17 04:00:00,0,60.13,1016.7
"1734",2000-03-17 05:00:00,0,61.13,1017.8
"1735",2000-03-17 06:00:00,0,60.11,1018.5
"1736",2000-03-17 07:00:00,0,60.17,1019.8
"1737",2000-03-17 08:00:00,0,62.1,1020.7
"1738",2000-03-17 09:00:00,0,64.03,1021.5
"1739",2000-03-17 10:00:00,0,67.93,1022
"1740",2000-03-17 11:00:00,0,69.05,1021.4
"1741",2000-03-17 12:00:00,0,71.26,1019.7
"1742",2000-03-17 13:00:00,0,72.91,1018.7
"1743",2000-03-17 14:00:00,0,74.77,1017.8
"1744",2000-03-17 15:00:00,0,74.77,1016.7
"1745",2000-03-17 16:00:00,0,74.79,1016.2
"1746",2000-03-17 17:00:00,0,72.81,1016.2
"1747",2000-03-17 18:00:00,0,69.93,1016.7
"1748",2000-03-17 19:00:00,0,65.05,1017.2
"1749",2000-03-17 20:00:00,0,62.26,1017.5
"1750",2000-03-17 21:00:00,0,62.26,1018.1
"1751",2000-03-17 22:00:00,0,60.96,1018.4
"1752",2000-03-17 23:00:00,0,60.02,1018.4
"1753",2000-03-18 00:00:00,0,58.97,1017.6
"1754",2000-03-18 01:00:00,0,60.11,1017.2
"1755",2000-03-18 02:00:00,0,59.01,1016.6
"1756",2000-03-18 03:00:00,0,59.03,1015.6
"1757",2000-03-18 04:00:00,0,60.14,1015.2
"1758",2000-03-18 05:00:00,0,61.66,1015.3
"1759",2000-03-18 06:00:00,0,61.11,1015.8
"1760",2000-03-18 07:00:00,0,63.1,1015.7
"1761",2000-03-18 08:00:00,0,64.17,1015.9
"1762",2000-03-18 09:00:00,0,69.08,1015.8
"1763",2000-03-18 10:00:00,0,73.8,1015.4
"1764",2000-03-18 11:00:00,0,75.69,1015
"1765",2000-03-18 12:00:00,0,78.55,1014.3
"1766",2000-03-18 13:00:00,0,77.83,1013.4
"1767",2000-03-18 14:00:00,0,75.71,1013
"1768",2000-03-18 15:00:00,0,74.85,1011.6
